Country,Bachelor Program,Year,Semester,Subject,Unit Name,Topic,Subtopic,Learning Outcome
,,2,Expansion & Specialization,Core Modules,Intermediate Content Modules,"Neuropsychology, health & personality psychology, organizational psychology","Brain-behavior links, Stress and coping, Personality theories, Workplace behavior, Neuroanatomy, Chronic illness, The Big Five, Group dynamics","Integrate theory with real-world phenomena, Assess research critically, Connect physiology to behavior"
,,2,Expansion & Specialization,Core Modules,Research Methods & Statistics II,Advanced methods—experimental/correlational designs,"ANOVA, Regression, Psychometrics, Data quality","Run multi-variable analyses, Create methodologically sound experiments, Evaluate validity"
,,2,Expansion & Specialization,Core Modules,Clinical & Professional Skills II,"Assessment techniques, role-play counselling","Psychological inventories, Basic diagnostics, Reflective practice","Administer basic assessments, Demonstrate ethical judgment, Reflect on client interactions"
,,2,Expansion & Specialization,Electives,Monimuuttujamenetelmät (Multivariate Methods),"Factor analysis, cluster analysis",Analyze high-dimensional psychological data,Not specified
,,2,Expansion & Specialization,Electives,Kausaalimalilt (Causal Models),"Path analysis, structural equation modeling",Build/test causal models within psychological research,Not specified
,,3,Integration & Application,Core Modules,Bachelor's Thesis,Independent scientific work under faculty supervision,"Literature review, Data analysis, Academic writing","Conduct research, Draft academic report, Apply critical reasoning"
,,3,Integration & Application,Core Modules,Advanced Clinical/Professional Practice,Real-world internship + case seminars,"Clinical observations, Intervention planning, Interprofessional communication","Apply psychological methods in authentic settings, Work across teams, Reflect on professional growth"
,,3,Integration & Application,Core Modules,Research Seminar,Thesis preparation and peer review,"Present research, Critique designs, Revise work based on feedback",Not specified
,,3,Integration & Application,Core Modules,Advanced Statistical Techniques,"Complex analyses—multivariate statistics, machine learning basics","Use software for advanced stats, Interpret nuanced findings, Summarize numerical data for stakeholders",Not specified
,,3,Integration & Application,Electives,Cognitive Science Minor Courses,Understand cognition from interdisciplinary perspectives,Not Specified,Not specified
,Science,1,Propaedeutic Phase,,Basic Mathematics & Calculus,"Limits, continuity, differentiation/integration theory","Single-variable, Series expansions, Multivariable calculus (optional)","Understand and apply calculus methods to solve basic analysis problems, Formulate mathematical definitions and theorems precisely, Use calculus for modeling in physics, chemistry, or data science"
,,1,Propaedeutic Phase,,Introduction to Programming & Data Structures,"Programming fundamentals, Data structures & core algorithms, Databases",Not Specified,"Write and debug programs in a high-level language, Implement data structures like arrays, lists, trees, and recursion, Apply basic database queries for data manipulation"
,,1,Propaedeutic Phase,,Basic Statistics & Probability,"Probability theory, Statistical methods and inference, Use of R",Not Specified,"Analyze and interpret data using statistical methodologies, Conduct hypothesis testing and estimation, Communicate statistical results clearly"
,,1,Propaedeutic Phase,,Transferrable Skills & Language Studies,"Academic English, Finnish/Swedish, Team-based modern science introduction","Writing, Presentation skills","Present scientific findings in English, Function effectively in scientific group settings, Develop basic proficiency in Finnish or Swedish (as required)"
,,2,Intermediate,Track-specific Studies,Mathematics & Statistics,Advanced calculus," Linear algebra, Differential equations, Statistical modeling and inference","Understand abstract mathematical concepts and proofs, Model and analyze data statistically with increasing complexity"
,,2,Intermediate,Track-specific Studies,Computer/Data Science,Advanced programming paradigms,"Data processing pipelines, Algorithms, complexity, Database applications, Introductory AI, machine learning fundamentals","Design efficient software solutions and data pipelines, Apply core algorithmic techniques to computational problems"
,,2,Intermediate,Track-specific Studies,Physics,Classical mechanics,"Electromagnetism, Quantum foundations, Experimental methods, Computational physics","Derive and apply foundational physical laws, Analyze data with respect to physical phenomena"
,,2,Intermediate,Track-specific Studies,Chemistry,chemistry fundamentals,"Physical, organic, and inorganic chemistry fundamentals, Laboratory methods, Materials science","Apply chemical principles to explain reaction mechanisms, Demonstrate laboratory techniques and safety"
,,3,Specialization,Thesis & Final Seminar,Advanced/Specialization Electives,Majors deepen knowledge,interdisciplinary mixing is encouraged,Master advanced tools and current research practices in chosen fields
,,3,Specialization,Thesis & Final Seminar,Final Seminar,Seminar,"Seminar on scientific methodology, Academic communication, and Research-based insights","Present a science topic before peers and faculty, Engage critically with ongoing research trends"
,,3,Specialization,Thesis & Final Seminar,Bachelor's Thesis,Thesis,"Literature review on a focused, timely scientific topic, Analysis and argumentation following academic standards","Conduct independent research, Write a coherent thesis with proper references and structure"
,,1,Propaedeutic Phase,,Core Chemistry Foundations,Basic Chemistry,"Atoms, molecules & interactions, Energy, reactivity & chemical equilibrium, Organic Chemistry 1, Inorganic Chemistry basics, Basic Chemistry lab practice","Understand foundational chemical concepts and reaction mechanisms, Write balanced chemical equations and apply gas, acid-base, and redox equilibria, Perform safe and systematic laboratory work; record and interpret results accurately"
,,2,Intermediate,Track-specific Studies,Molecular structure & spectroscopy,Not specified,Not specified,Not specified
,,2,Intermediate,Track-specific Studies,Compound identification methods,Not specified,Not specified,Not specified
,,2,Intermediate,Track-specific Studies,Thermodynamics & chemical kinetics,Not specified,Not specified,Not specified
,,2,Intermediate,Track-specific Studies,Physical Chemistry lab (Thermo & dynamics),Not specified,Not specified,Not specified
,,2,Intermediate,Track-specific Studies,Inorganic Chemistry lab series,Not specified,Not specified,Not specified
,,2,Intermediate,Track-specific Studies,Kandiharjoittelu,Not specified,Not specified,Not specified
,,3,Specialization,Thesis & Final Seminar,Heterocyclic Chemistry,Not specified,Not specified,Not specified
,,3,Specialization,Thesis & Final Seminar,Natural Products & Medicinal Chemistry,Not specified,Not specified,Not specified
,,1,Propaedeutic Phase,,Classical Mechanics,Not specified,Not specified,Not specified
,,1,Propaedeutic Phase,,Mathematical Tools I-III & Statistics,Not specified,Not specified,Not specified
,,1,Propaedeutic Phase,,Laboratory Work I & II,Not specified,Not specified,Not specified
,,3,Specialization,Thesis & Final Seminar,Quantum II: Atoms/Molecules & Condensed Matter/Particles,Not specified,Not specified,Not specified
,,2,Intermediate,Track-specific Studies,Advanced Programming paradigms,Not specified,Not specified,Not specified
,,2,Intermediate,Track-specific Studies,Databases for Data Science,Not specified,Not specified,Not specified
,,3,Specialization,Thesis & Final Seminar,Supervised Machine Learning,Not specified,Not specified,Not specified
,,3,Specialization,Thesis & Final Seminar,Deep Learning,Not specified,Not specified,Not specified
,,1,Propaedeutic Phase,,Molecules and Interactions),Not specified,Not specified,Not specified
